Uuid,PropertyName,PrimaryDataType,Pset,Description,PropertyType
d4ec2718-6333-4e1e-a8cd-d1a1d63c7708,IsHorizontalCable,IfcBoolean,Pset_CableSegmentOccurrence,"Indication of whether the cable occurrences are mounted horizontally (= TRUE) or vertically (= FALSE).",P_SINGLEVALUE
d4894800-d20d-11e1-8000-00215ad4efdf,IsIlluminated,IfcBoolean,Pset_SwitchingDeviceTypeCommon,"An indication of whether there is an illuminated indicator to show that the switch is on (=TRUE) or not (= FALSE).",P_SINGLEVALUE
0ed3f4aa-2f9f-491f-8839-676c9d47f409,IsInsulated,IfcBoolean,Pset_DiscreteAccessoryTypeBracket,"Indicates whether the element is insulated or not.",P_SINGLEVALUE
7c238465-cc6f-45e6-96f7-2be071c06348,IsJointControlEquipment,IfcBoolean,Pset_MechanicalFastenerTypeRailJoint,"Indicates whether security equipment is checking the mechanical functionality of the rail joint.",P_SINGLEVALUE
1ffa536e-38ff-4058-b793-f997d32c597d,IsJointInsulated,IfcBoolean,Pset_MechanicalFastenerTypeRailJoint,"Indicates if the rail joint is insulated.",P_SINGLEVALUE
5dd45680-d1dd-11e1-8000-00215ad4efdf,IsLaminated,IfcBoolean,Pset_DoorWindowGlazingType,"Indication whether the glass is layered with other materials (TRUE) or not (FALSE).",P_SINGLEVALUE
2a85cd80-d1c5-11e1-8000-00215ad4efdf,IsLandmarked,IfcLogical,Pset_BuildingCommon,"This builing is listed as a historic building (TRUE), or not (FALSE), or unknown.",P_SINGLEVALUE
251da7bf-54a9-4ef3-a405-90c297786597,IsLiftingBracketConnection,IfcBoolean,Pset_MechanicalFastenerTypeRailJoint,"Indicates if the connection is between two different heights (TRUE) or not (FALSE).",P_SINGLEVALUE
19f08eb8-4d3d-4ae9-984d-e78a4a809d57,IsLiftingBracket,IfcBoolean,Pset_FastenerRailWeld,"Indicates whether the connection is done between rail with different height (TRUE) or with same height (FALSE).",P_SINGLEVALUE
9b34c2af-6729-4e9b-8fc7-e829dd20c990,IsLocked,IfcBoolean,Pset_DistributionChamberElementTypeManhole,"Indicates whether the element is locked (TRUE) or not (FALSE).",P_SINGLEVALUE
c8b9fc58-cd02-4eed-a320-8ff916082beb,IsMain,IfcBoolean,Pset_DistributionBoardOccurrence,"Identifies if the current instance is a main distribution point or topmost level in an electrical distribution hierarchy (= TRUE) or a sub-main distribution point (= FALSE).",P_SINGLEVALUE
d442d019-3a4c-4440-81a8-14de8edfe895,IsMonitored,IfcBoolean,Pset_PipeSegmentTypeGutter,"This property defines if the Drain Chanel is monitored (TRUE) or not (FALSE).",P_SINGLEVALUE
3129ca9a-ac6d-42af-8f5d-a8acfe939cd3,IsMountable,IfcBoolean,Pset_KerbCommon,"Specifies whether the kerb can be readily climbed by a vehicle or not.",P_SINGLEVALUE
2632b748-03d3-46c0-aafd-3f7cff1f8d99,IsMountedFlatCable,IfcBoolean,Pset_CableSegmentOccurrence,"Indication of whether the cable occurrences are mounted flat (= TRUE) or in a trefoil pattern (= FALSE).",P_SINGLEVALUE
99333b77-7d5e-4a79-99b2-ff9644ea0595,IsMoveable,IfcBoolean,Pset_RoadGuardElement,"True if element is moveable.",P_SINGLEVALUE
d228ed00-d211-11e1-8000-00215ad4efdf,IsNeutralPrimaryTerminalAvailable,IfcBoolean,Pset_TransformerTypeCommon,"An indication of whether the neutral point of the primary winding is available as a terminal (=TRUE) or not (= FALSE).",P_SINGLEVALUE
d94ffb00-d211-11e1-8000-00215ad4efdf,IsNeutralSecondaryTerminalAvailable,IfcBoolean,Pset_TransformerTypeCommon,"An indication of whether the neutral point of the secondary winding is available as a terminal (=TRUE) or not (= FALSE).",P_SINGLEVALUE
12d63580-d215-11e1-8000-00215ad4efdf,IsNormallyOpen,IfcBoolean,Pset_ValveTypeIsolating,"If TRUE, the valve is normally open. If FALSE is is normally closed.",P_SINGLEVALUE
8521329d-79b1-46be-b0fd-056df538df7f,IsOffWhenLfunctionOn,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionSCurve,"Indication whether the S-function is automatically switched off when the I-function is switched on.",P_SINGLEVALUE
a3d271ad-1c7d-4743-92e5-ceb1ef243667,IsOffWhenSFunctionOn,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionICurve,"Indication whether the I-function is automatically switched off when the S-function is switched on.",P_SINGLEVALUE
1a95da00-d215-11e1-8000-00215ad4efdf,IsolatingPurpose,IfcLabel,Pset_ValveTypeIsolating,"Defines the purpose for which the isolating valve is used since the way in which the valve is identified as an isolating valve may be in the context of its use. Note that unless there is a contextual name for the isolating valve (as in the case of a Landing Valve on a rising fire main), then the value assigned shoulkd be UNSET.",P_ENUMERATEDVALUE
8b3cf680-d215-11e1-8000-00215ad4efdf,IsolatorCompressibility,IfcRatioMeasure,Pset_VibrationIsolatorTypeCommon,"The compressibility of the vibration isolator.",P_SINGLEVALUE
85dfac00-d215-11e1-8000-00215ad4efdf,IsolatorStaticDeflection,IfcLengthMeasure,Pset_VibrationIsolatorTypeCommon,"Static deflection of the vibration isolator.",P_SINGLEVALUE
0c42c080-d20b-11e1-8000-00215ad4efdf,IsOneWay,IfcBoolean,Pset_SpaceParking,"Indicates whether the parking aisle is designed for oneway traffic (TRUE) or twoway traffic (FALSE). Should only be provided if the property IsAisle is set to TRUE.",P_SINGLEVALUE
63399d00-d1ed-11e1-8000-00215ad4efdf,IsothermalMoistureCapacity,IfcIsothermalMoistureCapacityMeasure,Pset_MaterialHygroscopic,"Based on water vapor density.",P_SINGLEVALUE
0e346180-d1c2-11e1-8000-00215ad4efdf,IsOutdoors,IfcBoolean,Pset_AudioVisualApplianceTypeCamera,"Indicates if camera is designed to be used outdoors.",P_SINGLEVALUE
eae1d480-d20a-11e1-8000-00215ad4efdf,IsOutlookDesirable,IfcBoolean,Pset_SpaceOccupancyRequirements,"An indication of whether the outlook is desirable (set TRUE) or not (set FALSE)",P_SINGLEVALUE
73e91380-d1eb-11e1-8000-00215ad4efdf,IsPermanentID,IfcBoolean,Pset_LandRegistration,"Indicates whether the identity assigned to a land parcel is permanent (= TRUE) or temporary (=FALSE).",P_SINGLEVALUE
fa3e2f00-d1c4-11e1-8000-00215ad4efdf,IsPermanentID,IfcBoolean,Pset_BuildingCommon,"Indicates whether the identity assigned to a building is permanent (= TRUE) or temporary (=FALSE).",P_SINGLEVALUE
e826b580-d1f1-11e1-8000-00215ad4efdf,IsPluggableOutlet,IfcLogical,Pset_OutletTypeCommon,"Indication of whether the outlet accepts a loose plug connection (= TRUE) or whether it is directly connected (= FALSE) or whether the form of connection has not yet been determined (= UNKNOWN).",P_SINGLEVALUE
215d2680-d1ee-11e1-8000-00215ad4efdf,IsPotable,IfcBoolean,Pset_MaterialWater,"If TRUE, then the water is considered potable.",P_SINGLEVALUE
4e1e33b0-2120-43da-a0d6-0e951c7640df,IsPrivateOwner,IfcBoolean,Pset_RailwayLevelCrossing,"Indicates if the owner of the crossed road is private or not.",P_SINGLEVALUE
0d62ce4a-a661-4698-806a-91f7acd0bb08,IsReducedResistanceFastening,IfcBoolean,Pset_MechanicalFastenerTypeRailFastening,"Indicates wether the rail fastening is a reduced resistance fastening (YES) or not (NO).",P_SINGLEVALUE
5acc985c-41c3-4300-a85e-c7df26f34369,IsReinforced,IfcBoolean,Pset_FootingTypePadFooting,"Indicates whether the foundation is reinforced (TRUE) or not (FALSE).",P_SINGLEVALUE
db2161c3-1a87-4f6e-aa2d-31e5f5699e15,IsRemovableBumper,IfcBoolean,Pset_ImpactProtectionDeviceOccurrenceBumper,"Indicates if the bumper is removable or not.",P_SINGLEVALUE
f4494d80-d1c6-11e1-8000-00215ad4efdf,IsRigid,IfcBoolean,Pset_CableCarrierSegmentTypeConduitSegment,"Indication of whether the segment is rigid (= TRUE) or flexible (= FALSE).",P_SINGLEVALUE
f4494d80-d1c6-11e1-8000-00215ad4efdf,IsRigid,IfcBoolean,Pset_CableCarrierSegmentTypeDropper,"Indication of whether the segment is rigid (= TRUE) or flexible (= FALSE).",P_SINGLEVALUE
ef533305-dda7-4939-9006-cce40ee329a7,IsSecuredBySignalingSystem,IfcBoolean,Pset_RailwayLevelCrossing,"Indicates whether the level crossing is secured by a signalling system or not.",P_SINGLEVALUE
0a710100-d1fb-11e1-8000-00215ad4efdf,IsSelectable,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionLCurve,"Indication whether the L-function can be switched off or not.",P_SINGLEVALUE
42c40f80-d1fa-11e1-8000-00215ad4efdf,IsSelectable,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionGCurve,"Indication whether the S-function can be switched off or not.",P_SINGLEVALUE
4310da80-d1fb-11e1-8000-00215ad4efdf,IsSelectable,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionSCurve,"Indication whether the S-function can be switched off or not.",P_SINGLEVALUE
ac441e00-d1fa-11e1-8000-00215ad4efdf,IsSelectable,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionICurve,"Indication whether the S-function can be switched off or not.",P_SINGLEVALUE
7fb66b94-6b1d-4158-8c28-6e807c55d4a8,IsSelfLubricated,IfcBoolean,Pset_DiscreteAccessoryTypeSlidingChair,"Indicates whether the element is self lubricated or not.",P_SINGLEVALUE
ec36f3da-49ae-4d77-b1c0-453c06e35922,IsSetOnWorkingWire,IfcBoolean,Pset_ElementAssemblyTypeSteadyDevice,"Indicates whether the steady device is set on the working wire.",P_SINGLEVALUE
13021100-d1d4-11e1-8000-00215ad4efdf,IsShallow,IfcBoolean,Pset_DistributionChamberElementTypeManhole,"Indicates whether the chamber has been designed as being shallow (TRUE) or deep (FALSE).",P_SINGLEVALUE
e33559ac-20d6-401b-807f-3f7142f35397,IsSharedTurnout,IfcBoolean,Pset_ElementAssemblyTypeTurnoutPanel,"Indicates if the turnout makes a connection to another infrastructure owner (for sharing costs).",P_SINGLEVALUE
7dca4100-d202-11e1-8000-00215ad4efdf,IsSingleFlush,IfcBoolean,Pset_SanitaryTerminalTypeCistern,"Indicates whether the cistern is single flush = TRUE (i.e. the same amount of water is used for each and every flush) or dual flush = FALSE (i.e. the amount of water used for a flush may be selected by the user to be high or low depending on the waste material to be removed).",P_SINGLEVALUE
421bd751-0cf9-47d8-9829-53510c16a01a,IsSkilledOperator,IfcBoolean,Pset_DistributionBoardOccurrence,"Identifies if the current instance requires a skilled person or instructed person to perform operations on the distribution board (= TRUE) or whether operations may be performed by a person without appropriate skills or instruction (= FALSE).",P_SINGLEVALUE
f223f5b0-1be0-43e4-b1cb-5b6b231511a6,IsStainless,IfcBoolean,Pset_RailTypeRail,"Indicates whether the rail is stainless or not.",P_SINGLEVALUE
ed7bbd2d-1ec8-43f6-8d5f-63e7ce86a407,IsSunExposed,IfcBoolean,Pset_RailwayTrackStructurePart,"Indicates if the object is in exposed position to sunshine.",P_SINGLEVALUE
63b606a4-704e-47f1-bdf9-358825987e0c,IsSurfaceGalling,IfcBoolean,Pset_TrackBase,"Indicates whether the surface is galling or not.",P_SINGLEVALUE
30e86980-d206-11e1-8000-00215ad4efdf,IsSwitch,IfcBoolean,Pset_SensorTypePressureSensor,"Identifies if the sensor also functions as a switch at the set point (=TRUE) or not (= FALSE).",P_SINGLEVALUE
51e89480-d1dd-11e1-8000-00215ad4efdf,IsTempered,IfcBoolean,Pset_DoorWindowGlazingType,"Indication whether the glass is tempered (TRUE) or not (FALSE) .",P_SINGLEVALUE
d222baa5-4349-429b-ac53-4ef9b8cc1dbe,IsTemporaryInstallation,IfcBoolean,Pset_MemberTypeTieBar,"Indicates whether the installation (in the construction stage) is permanent (TRUE) or temporary (FALSE)",P_SINGLEVALUE
6e7dfe8e-7e0e-42c0-8f3b-c6e6fbbbcc73,IsTemporary,IfcBoolean,Pset_DiscreteAccessoryTypeRailBrace,"Indicates if the installation of the element is temporary or not.",P_SINGLEVALUE
20a86c8f-0817-47e2-8a90-2a7acc316e73,IsTerminal,IfcBoolean,Pset_RoadGuardElement,"True if element is a terminal. See class Terminal.",P_SINGLEVALUE
85d2b280-d1fb-11e1-8000-00215ad4efdf,IsTimeTolerancePositiveOnly,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionSCurve,"Indication whether the value of  TimeTolerance1 is provided as a positive tolereance only  or not. If not, the value is proved as a pluss/minus tolerance.",P_SINGLEVALUE
8ae33200-d1fa-11e1-8000-00215ad4efdf,IsTimeTolerancePositiveOnly,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionGCurve,"Indication whether the value of  TimeTolerance1 is provided as a positive tolereance only  or not. If not, the value is proved as a pluss/minus tolerance.",P_SINGLEVALUE
f9c08b00-d1fa-11e1-8000-00215ad4efdf,IsTimeTolerancePositiveOnly,IfcBoolean,Pset_ProtectiveDeviceTrippingFunctionICurve,"Indication whether the value of  TimeTolerance1 is provided as a positive tolereance only  or not. If not, the value is proved as a pluss/minus tolerance.",P_SINGLEVALUE
8e0e3c1c-39cf-4023-ad5a-915c9105c452,IsTopographic,IfcLogical,Pset_GeotechnicalStratumCommon,"Is the stratum ever topmost and so a visible topographic feature",P_SINGLEVALUE
d7598a89-cad6-4ff6-9799-56323c6c997f,IsTransition,IfcBoolean,Pset_RoadGuardElement,"True if element is a transition. See class Transition.",P_SINGLEVALUE
a3788b53-c5cd-4209-bf5f-a24d883ee64d,IsUpgradable,IfcBoolean,Pset_CommunicationsApplianceTypeTransportEquipment,"Indicates whether the transport equipment can be upgraded or not.",P_SINGLEVALUE
16ff5480-d20f-11e1-8000-00215ad4efdf,IsUsed,IfcBoolean,Pset_SystemFurnitureElementTypeCommon,"Indicates whether the element is being used in a workstation (= TRUE) or not.(= FALSE).",P_SINGLEVALUE
987dc500-d1c4-11e1-8000-00215ad4efdf,IsWaterStorageHeater,IfcBoolean,Pset_BoilerTypeCommon,"This is used to identify if the boiler has storage capacity (TRUE). If FALSE, then there is no storage capacity built into the boiler, such as an instantaneous hot water heater.",P_SINGLEVALUE
63ed8661-5907-411e-8ca0-9e328f97f576,IsWelded,IfcBoolean,Pset_DistributionPortTypeCable,"Indicates whether the wire pair end point is joined to another wire pair end point by means of a welded junction.",P_SINGLEVALUE
72185380-d1dd-11e1-8000-00215ad4efdf,IsWired,IfcBoolean,Pset_DoorWindowGlazingType,"Indication whether the glass includes a contained wire mesh to prevent break-in (TRUE) or not (FALSE)",P_SINGLEVALUE
7947ddd2-b15c-428f-943f-4454d56567d9,JacketColour,IfcLabel,Pset_CableSegmentTypeWirePairSegment,"Indicates the colour of the cable or fitting jacket.",P_SINGLEVALUE
7947ddd2-b15c-428f-943f-4454d56567d9,JacketColour,IfcLabel,Pset_OpticalPigtail,"Indicates the colour of the cable or fitting jacket.",P_SINGLEVALUE
7947ddd2-b15c-428f-943f-4454d56567d9,JacketColour,IfcLabel,Pset_PatchCordCable,"Indicates the colour of the cable or fitting jacket.",P_SINGLEVALUE
7947ddd2-b15c-428f-943f-4454d56567d9,JacketColour,IfcLabel,Pset_TelecomCableGeneral,"Indicates the colour of the cable or fitting jacket.",P_SINGLEVALUE
062f1f53-2c69-49f6-b594-31e2b766ea53,JointRelativePosition,IfcLabel,Pset_CessBetweenRails,"Indicates the relative position of the joint, which lies in the left or right rail or in the middle, or in combination. The left rail is to the left as facing in the direction of increasing stationing values, and the right rail is to the right.",P_ENUMERATEDVALUE
062f1f53-2c69-49f6-b594-31e2b766ea53,JointRelativePosition,IfcLabel,Pset_FastenerRailWeld,"Indicates the relative position of the joint, which lies in the left or right rail or in the middle, or in combination. The left rail is to the left as facing in the direction of increasing stationing values, and the right rail is to the right.",P_ENUMERATEDVALUE
4607cd00-d1f3-11e1-8000-00215ad4efdf,JunctionLeftAngle,IfcPositivePlaneAngleMeasure,Pset_PipeFittingTypeJunction,"The change of direction of flow for the left junction.",P_SINGLEVALUE
4acc8100-d1f3-11e1-8000-00215ad4efdf,JunctionLeftRadius,IfcPositiveLengthMeasure,Pset_PipeFittingTypeJunction,"The radius of bending for the left junction.",P_SINGLEVALUE
5324bc00-d1f3-11e1-8000-00215ad4efdf,JunctionRightAngle,IfcPositivePlaneAngleMeasure,Pset_PipeFittingTypeJunction,"The change of direction of flow for the right junction where 0 indicates straight segment.",P_SINGLEVALUE
57e97000-d1f3-11e1-8000-00215ad4efdf,JunctionRightRadius,IfcPositiveLengthMeasure,Pset_PipeFittingTypeJunction,"The radius of bending for the right junction where 0 indicates sharp bend.",P_SINGLEVALUE
39837480-d1f3-11e1-8000-00215ad4efdf,JunctionType,IfcLabel,Pset_PipeFittingTypeJunction,"The type of junction. TEE=3 ports, CROSS = 4 ports.",P_ENUMERATEDVALUE
0a99261b-d2a2-462a-a418-d3f1da9eef6b,Karst,IfcText,Pset_GeoObsPtObservationCommon,"Description of expected or observed karst features.",P_SINGLEVALUE
d9fa2684-1b0c-48db-9b74-2077232a0ae7,Karst,IfcText,Pset_GeoAspects,"Description of expected or observed karst features.",P_SINGLEVALUE
ee1e9580-d1f5-11e1-8000-00215ad4efdf,KeyDepth,IfcNonNegativeLengthMeasure,Pset_ProfileArbitraryHollowCore,"Key depth of the profile.",P_SINGLEVALUE
f2e34980-d1f5-11e1-8000-00215ad4efdf,KeyHeight,IfcNonNegativeLengthMeasure,Pset_ProfileArbitraryHollowCore,"Key height of the profile.",P_SINGLEVALUE
f7a7fd80-d1f5-11e1-8000-00215ad4efdf,KeyOffset,IfcNonNegativeLengthMeasure,Pset_ProfileArbitraryHollowCore,"Key offset of the profile.",P_SINGLEVALUE
38137580-d20e-11e1-8000-00215ad4efdf,KeypadType,IfcLabel,Pset_SwitchingDeviceTypeKeypad,"A list of the available types of keypad switch from which that required may be selected.",P_ENUMERATEDVALUE
05a74f80-d1f1-11e1-8000-00215ad4efdf,KeyShape,IfcLabel,Pset_MechanicalFastenerBolt,"If applicable, shape of the head's slot, e.g. 'Slot', 'Allen'",P_SINGLEVALUE
201c0180-d1ce-11e1-8000-00215ad4efdf,Labels,IfcBoolean,Pset_ControllerTypeTwoPosition,"Table mapping values to labels, where such labels indicate the meanings of True and False, such as 'Open' and 'Closed'",P_TABLEVALUE
56a54c80-d1cd-11e1-8000-00215ad4efdf,Labels,IfcReal,Pset_ControllerTypeFloating,"Table mapping values to labels, where such labels indicate transition points such as 'Hi', 'Lo', 'HiHi', or 'LoLo'.",P_TABLEVALUE
89e7db80-d1cd-11e1-8000-00215ad4efdf,Labels,IfcInteger,Pset_ControllerTypeMultiPosition,"Table mapping values to labels, where each entry corresponds to an integer within the ValueRange.",P_TABLEVALUE
cc111d00-d1cd-11e1-8000-00215ad4efdf,Labels,IfcReal,Pset_ControllerTypeProportional,"Table mapping values to labels, where such labels indicate transition points such as 'Hi', 'Lo', 'HiHi', or 'LoLo'.",P_TABLEVALUE
83099a80-d1c6-11e1-8000-00215ad4efdf,LadderConfiguration,IfcText,Pset_CableCarrierSegmentTypeCableLadderSegment,"Description of the configuration of the ladder structure used.",P_SINGLEVALUE
d255c800-d1d2-11e1-8000-00215ad4efdf,LadderTrussBaseBarDiameter,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryLadderTrussConnector,"The nominal diameter of the base bar.",P_SINGLEVALUE
dda8f380-d1d2-11e1-8000-00215ad4efdf,LadderTrussCrossBarDiameter,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryLadderTrussConnector,"The nominal diameter of the straight cross-bars.",P_SINGLEVALUE
cd911400-d1d2-11e1-8000-00215ad4efdf,LadderTrussCrossBarSpacing,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryLadderTrussConnector,"The spacing between the straight cross-bars.",P_SINGLEVALUE
c23de880-d1d2-11e1-8000-00215ad4efdf,LadderTrussHeight,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryLadderTrussConnector,"The overall height of the truss connector.",P_SINGLEVALUE
c7029c80-d1d2-11e1-8000-00215ad4efdf,LadderTrussLength,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryLadderTrussConnector,"The overall length of the truss connector.",P_SINGLEVALUE
d84ba900-d1d2-11e1-8000-00215ad4efdf,LadderTrussSecondaryBarDiameter,IfcPositiveLengthMeasure,Pset_DiscreteAccessoryLadderTrussConnector,"The nominal diameter of the secondary bar.",P_SINGLEVALUE
22d91f80-d1eb-11e1-8000-00215ad4efdf,LampBallastType,IfcLabel,Pset_LampTypeCommon,"The type of ballast used to stabilise gas discharge by limiting the current during operation and to deliver the necessary striking voltage for starting. Ballasts are needed to operate Discharge Lamps such as Fluorescent, Compact Fluorescent, High-pressure Mercury, Metal Halide and High-pressure Sodium Lamps. 
Magnetic ballasts are chokes which limit the current passing through a lamp connected in series on the principle of self-induction. The resultant current and power are decisive for the efficient operation of the lamp. A specially designed ballast is required for every type of lamp to comply with lamp rating in terms of Luminous Flux, Color Appearance and service life. The two types of magnetic ballasts for fluorescent lamps are KVG Conventional   (EC-A series) and VVG Low-loss ballasts (EC-B series). Low-loss ballasts have a higher efficiency, which means reduced ballast losses and a lower thermal load. Electronic ballasts are used to run fluorescent lamps at high frequencies (approx. 35 - 40 kHz).",P_ENUMERATEDVALUE
32f0ff00-d1eb-11e1-8000-00215ad4efdf,LampCompensationType,IfcLabel,Pset_LampTypeCommon,"Identifies the form of compensation used for power factor correction and radio suppression.",P_ENUMERATEDVALUE
1c4aa800-d1eb-11e1-8000-00215ad4efdf,LampMaintenanceFactor,IfcReal,Pset_LampTypeCommon,"Non recoverable losses of luminous flux of a lamp due to lamp depreciation; i.e. the decreasing of light output of a luminaire due to aging and dirt.",P_SINGLEVALUE
6c296f00-d1eb-11e1-8000-00215ad4efdf,LandID,IfcIdentifier,Pset_LandRegistration,"Identification number assigned by the statutory registration authority to a land parcel.",P_SINGLEVALUE
7b102180-d1eb-11e1-8000-00215ad4efdf,LandTitleID,IfcIdentifier,Pset_LandRegistration,"Identification number assigned by the statutory registration authority to the title to a land parcel.",P_SINGLEVALUE
7a4a1d59-5783-4a04-b294-6cb25d0e9b5b,LaneMeters,IfcLengthMeasure,Pset_MarineVehicleCommon,"Length of lanes accommodating vehicles on roll-on, roll-off vessels",P_SINGLEVALUE
223061d1-9d77-4513-8bf2-e3dfb1858015,LaneWidth,IfcPositiveLengthMeasure,Pset_RoadDesignCriteriaCommon,"Standard nominal width of one trough lane.",P_SINGLEVALUE
6a400099-92bc-4f0a-9da9-2a539571fc39,LastAssessmentReport,IfcLabel,Pset_Condition,"Reference to latest condition (state of health) report.",P_SINGLEVALUE
75c6cd00-d213-11e1-8000-00215ad4efdf,LatentCoolingCapacity,IfcPowerMeasure,Pset_UnitaryEquipmentTypeAirConditioningUnit,"Latent cooling capacity.",P_SINGLEVALUE
77b37080-d1c0-11e1-8000-00215ad4efdf,LatentHeatTransferRate,IfcTimeSeries,Pset_AirToAirHeatRecoveryPHistory,"Latent heat transfer rate.",P_REFERENCEVALUE
62e7d480-d1e2-11e1-8000-00215ad4efdf,LatentHeatTransferRate,IfcTimeSeries,Pset_EvaporativeCoolerPHistory,"Latent heat transfer rate to primary air flow.",P_REFERENCEVALUE
5f5a4a80-d1ee-11e1-8000-00215ad4efdf,Layers,IfcInteger,Pset_MaterialWood,"Number of layers.",P_SINGLEVALUE
554e00d7-e438-4f2b-ac77-1d98f84aa0f1,LayRatio,IfcPositiveRatioMeasure,Pset_CableSegmentTypeCoreSegment,"The ratio between lay length and the diameter of the single conductor.",P_SINGLEVALUE
554e00d7-e438-4f2b-ac77-1d98f84aa0f1,LayRatio,IfcPositiveRatioMeasure,Pset_CableCarrierSegmentTypeCatenaryWire,"The ratio between lay length and the diameter of the single conductor.",P_SINGLEVALUE
59646980-d1ee-11e1-8000-00215ad4efdf,Layup,IfcLabel,Pset_MaterialWood,"Configuration of the lamination.",P_SINGLEVALUE
b8fbc6f7-870b-486e-80cd-661b9dd0c27c,LeadInTime,IfcDuration,Pset_EnvironmentalImpactValues,"Lead in time before start of process.",P_SINGLEVALUE
88eae355-e7df-464a-849b-e613af48fa32,LeadOutTime,IfcDuration,Pset_EnvironmentalImpactValues,"Lead out time after end of process.",P_SINGLEVALUE
d38af300-d1da-11e1-8000-00215ad4efdf,LeakageClass,IfcPressureMeasure,Pset_DistributionSystemTypeVentilation,"Nominal leakage rating for the system components.",P_SINGLEVALUE
52cdf600-d1de-11e1-8000-00215ad4efdf,LeakageCurve,IfcTimeSeries,Pset_DuctSegmentPHistory,"Leakage per unit length curve versus working pressure. If a scalar is expressed then it represents LeakageClass which is flowrate per unit area at a specified pressure rating (e.g., ASHRAE Fundamentals 2001 34.16.).",P_REFERENCEVALUE
750d4700-d1d1-11e1-8000-00215ad4efdf,LeakageCurve,IfcVolumetricFlowRateMeasure,Pset_DamperTypeCommon,"Leakage versus pressure drop; Leakage = f (pressure).",P_TABLEVALUE
849d8780-d1f3-11e1-8000-00215ad4efdf,LeakageCurve,IfcTimeSeries,Pset_PipeSegmentPHistory,"Leakage per unit length curve versus working pressure.",P_REFERENCEVALUE
67f05800-d1d1-11e1-8000-00215ad4efdf,LeakageFullyClosed,IfcVolumetricFlowRateMeasure,Pset_DamperTypeCommon,"Leakage when fully closed.",P_SINGLEVALUE
c7019d00-d1d0-11e1-8000-00215ad4efdf,Leakage,IfcTimeSeries,Pset_DamperPHistory,"Air leakage rate.",P_REFERENCEVALUE
705a8a00-d1f5-11e1-8000-00215ad4efdf,LeftFlangeWidth,IfcPositiveLengthMeasure,Pset_ProfileArbitraryDoubleT,"Left flange width of the profile.",P_SINGLEVALUE
db17bf80-d20d-11e1-8000-00215ad4efdf,Legend,IfcLabel,Pset_SwitchingDeviceTypeCommon,"A text inscribed or applied to the switch as a legend to indicate purpose or function.",P_SINGLEVALUE
0425f1d5-380d-4ede-a894-d49b7ffe3b5c,LengthBetweenPerpendiculars,IfcPositiveLengthMeasure,Pset_MarineVehicleCommon,"Length of vessel from rudder shaft to crossing point of the bow and the loaded waterline.",P_SINGLEVALUE
7283c909-bc06-40f4-a36b-908b5fab172c,LengthMeasureResolution,IfcLengthMeasure,Pset_SensorTypeRainSensor,"Indicates the resolution for length measure of the device.",P_SINGLEVALUE
7283c909-bc06-40f4-a36b-908b5fab172c,LengthMeasureResolution,IfcLengthMeasure,Pset_SensorTypeSnowSensor,"Indicates the resolution for length measure of the device.",P_SINGLEVALUE
64aa9b80-d1d4-11e1-8000-00215ad4efdf,Length,IfcPositiveLengthMeasure,Pset_DistributionChamberElementTypeSump,"The length of the sump.",P_SINGLEVALUE
80349700-d212-11e1-8000-00215ad4efdf,Length,IfcPositiveLengthMeasure,Pset_TubeBundleTypeCommon,"Length of the tubes in the tube bundle.",P_SINGLEVALUE
c388842f-4a93-46c9-8c00-a51f8c2a8fbe,Length,IfcPositiveLengthMeasure,Pset_PipeSegmentTypeCommon,"The length of the object. The size information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the size properties, provided in the attached property set, the geometric parameters take precedence.",P_SINGLEVALUE
f4554780-d1de-11e1-8000-00215ad4efdf,Length,IfcLengthMeasure,Pset_DuctSilencerTypeCommon,"The finished length of the silencer.",P_SINGLEVALUE
e0581880-d1d3-11e1-8000-00215ad4efdf,Length,IfcPositiveLengthMeasure,Pset_DistributionChamberElementTypeInspectionPit,"The length of the pit.",P_SINGLEVALUE
e15c6a80-d212-11e1-8000-00215ad4efdf,Length,IfcPositiveLengthMeasure,Pset_TubeBundleTypeFinned,"Length of the fin as measured parallel to the direction of airflow.",P_SINGLEVALUE
47bd5ba5-2aed-4275-9705-2d7759d34792,LensDiffuserOrientation,IfcLabel,Pset_RailwaySignalType,"Orientation the lens diffuser has to have, which indicates the direction of the lens diffuser and is given in terms like ""left upper quadrant (LUQ)"" or ""5 o'clock"".",P_SINGLEVALUE
